date,new_cases,hosp_patients,mobility
2022-06-26,99261.0,28123.0,6.6
2022-06-27,100306.0,29133.0,-5.0
2022-06-28,100396.0,29548.0,-1.4
2022-06-29,101136.0,29938.0,-1.2
2022-06-30,102188.0,30017.0,1.0
2022-07-01,103213.0,30087.0,0.4
2022-07-02,105007.0,29807.0,7.4
2022-07-03,106908.0,30088.0,12.2
2022-07-04,108702.0,30720.0,-1.8
2022-07-05,110535.0,32096.0,-6.2
2022-07-06,111385.0,33435.0,-3.8
2022-07-07,111138.0,33925.0,-2.0
2022-07-08,109680.0,34217.0,-5.4
2022-07-09,108840.0,33571.0,4.8
2022-07-10,107951.0,34039.0,5.0
2022-07-11,107112.0,35321.0,-4.4
2022-07-12,104691.0,36028.0,-3.4
2022-07-13,104684.0,36788.0,-2.2
2022-07-14,106711.0,37170.0,-1.0
2022-07-15,110390.0,36997.0,-3.8
2022-07-16,114431.0,36300.0,5.4
2022-07-17,118712.0,36791.0,3.4
2022-07-18,122753.0,38047.0,-6.4
2022-07-19,125827.0,38840.0,-3.6
2022-07-20,128005.0,39366.0,-2.8
2022-07-21,128738.0,39394.0,-2.2
2022-07-22,127476.0,39177.0,-3.0
2022-07-23,128048.0,38487.0,4.6
2022-07-24,128655.0,38668.0,2.2
2022-07-25,129227.0,39693.0,-6.4
2022-07-26,129227.0,39965.0,-2.8
2022-07-27,129644.0,40250.0,-2.2
2022-07-28,130281.0,40131.0,-1.2
2022-07-29,130939.0,39540.0,-1.6
2022-07-30,132038.0,38395.0,7.6
2022-07-31,133202.0,38690.0,5.2
2022-08-01,134301.0,39446.0,-4.2
2022-08-02,137121.0,39536.0,-1.8
2022-08-03,137217.0,39865.0,-2.2
2022-08-04,134992.0,39226.0,-1.8
2022-08-05,130846.0,38974.0,-4.0
2022-08-06,126372.0,37959.0,5.6
2022-08-07,121632.0,38038.0,3.2
2022-08-08,117159.0,38319.0,-5.8
2022-08-09,114520.0,38477.0,-4.2
2022-08-10,111918.0,38269.0,-3.0
2022-08-11,110172.0,37896.0,-1.4
2022-08-12,110103.0,37286.0,-3.0
2022-08-13,107686.0,35823.0,7.2
2022-08-14,105124.0,36056.0,5.2
2022-08-15,102706.0,36801.0,-4.8
2022-08-16,101400.0,36506.0,-2.8
2022-08-17,99964.0,36275.0,-2.6
2022-08-18,98874.0,35573.0,-1.0
2022-08-19,98608.0,34961.0,-3.2
2022-08-20,97022.0,33887.0,5.8
2022-08-21,95342.0,34097.0,3.0
2022-08-22,93756.0,34720.0,-7.2
2022-08-23,92868.0,34472.0,-3.6
2022-08-24,91933.0,34085.0,-3.2
2022-08-25,91257.0,33568.0,-2.6
2022-08-26,91141.0,33132.0,-4.8
2022-08-27,90174.0,32073.0,6.0
2022-08-28,89148.0,32133.0,2.8
2022-08-29,88181.0,32571.0,-7.6
2022-08-30,87745.0,32463.0,-5.6
2022-08-31,87148.0,32441.0,-3.8
2022-09-01,86605.0,31491.0,-1.2
2022-09-02,86332.0,30932.0,-1.6
2022-09-03,85493.0,29864.0,5.8
2022-09-04,84605.0,29694.0,5.6
2022-09-05,83767.0,30329.0,-15.2
2022-09-06,84647.0,31065.0,-7.6
2022-09-07,83816.0,30928.0,-5.4
2022-09-08,81809.0,30445.0,-3.4
2022-09-09,79162.0,29873.0,-5.2
2022-09-10,75501.0,27877.0,3.8
2022-09-11,71623.0,27990.0,-3.8
2022-09-12,67963.0,28291.0,-7.4
2022-09-13,65467.0,27824.0,-4.6
2022-09-14,63422.0,27443.0,-3.6
2022-09-15,62406.0,26772.0,-2.0
2022-09-16,62995.0,26096.0,-4.2
2022-09-17,61804.0,25096.0,6.6
2022-09-18,60541.0,25162.0,1.6
2022-09-19,59349.0,25866.0,-7.4
2022-09-20,58828.0,25537.0,-5.2
2022-09-21,58089.0,25155.0,-4.8
2022-09-22,57402.0,24945.0,-5.2
2022-09-23,57035.0,24489.0,-5.2
2022-09-24,55968.0,23353.0,5.6
2022-09-25,54836.0,23322.0,-1.0
2022-09-26,53768.0,23851.0,-7.0
2022-09-27,53460.0,23655.0,-6.0
2022-09-28,52759.0,23556.0,-8.8
2022-09-29,51948.0,23287.0,-6.4
2022-09-30,51315.0,22716.0,-7.2
2022-10-01,49987.0,21783.0,0.8
2022-10-02,48579.0,21933.0,-2.8
2022-10-03,47251.0,22669.0,-7.0
2022-10-04,46647.0,22723.0,-6.2
2022-10-05,45829.0,22581.0,-6.0
2022-10-06,45091.0,22263.0,-2.4
2022-10-07,44726.0,21779.0,-5.2
2022-10-08,43589.0,21219.0,4.6
2022-10-09,42385.0,21340.0,0.6
2022-10-10,41248.0,21808.0,-7.8
2022-10-11,40603.0,21990.0,-5.6
2022-10-12,40148.0,21789.0,-7.2
2022-10-13,39883.0,21762.0,-6.8
2022-10-14,39807.0,21544.0,-5.8
2022-10-15,39921.0,20862.0,4.2
